date,count,total_count,ratio
2024-03-26,14,8384,0.0016698473282442748
2024-03-27,7,8069,0.0008675176601809394
2024-03-28,18,8245,0.002183141297756216
2024-03-29,20,6767,0.002955519432540269
2024-03-30,4,3904,0.0010245901639344263
2024-03-31,6,3567,0.001682085786375105
2024-04-01,10,6920,0.001445086705202312
2024-04-02,31,8121,0.003817263883758158
2024-04-03,93,8466,0.010985116938341602
2024-04-04,63,8536,0.007380506091846298
2024-04-05,53,7998,0.0066266566641660415
2024-04-06,26,3985,0.006524466750313676
2024-04-07,18,3862,0.004660797514241326
2024-04-08,58,6873,0.008438818565400843
2024-04-09,66,8043,0.008205893323386795
2024-04-10,6,8861,0.0006771244780498814
2024-04-11,4,8584,0.00046598322460391424
2024-04-12,22,7713,0.0028523272397251395
2024-04-13,2,3989,0.000501378791677112
2024-04-14,1,3837,0.00026062027625749283
2024-04-15,12,7795,0.0015394483643361128
2024-04-16,6,8463,0.0007089684509039348
2024-04-17,26,8502,0.0030581039755351682
2024-04-18,15,8759,0.0017125242607603608
2024-04-19,7,7914,0.0008845084660096032
2024-04-20,5,4095,0.001221001221001221
2024-04-21,3,4248,0.0007062146892655367
2024-04-22,25,8232,0.0030369290573372208
2024-04-23,6,9025,0.000664819944598338
2024-04-24,18,9630,0.001869158878504673
2024-04-25,15,9814,0.0015284287752190748
2024-04-26,14,8891,0.0015746260263187492
2024-04-27,8,4806,0.0016645859342488557
2024-04-28,4,4237,0.0009440641963653528
2024-04-29,11,8272,0.0013297872340425532
2024-04-30,51,9519,0.005357705641348881
2024-05-01,45,9164,0.004910519423832388
2024-05-02,34,9399,0.003617406107032663
2024-05-03,18,8536,0.0021087160262417996
2024-05-04,10,4325,0.0023121387283236996
2024-05-05,8,4093,0.0019545565599804545
2024-05-06,17,8212,0.002070141256697516
2024-05-07,16,9722,0.0016457519029006377
2024-05-08,19,9494,0.002001263956182852
2024-05-09,15,9584,0.0015651085141903172
2024-05-10,21,8856,0.0023712737127371273
2024-05-11,8,4241,0.001886347559537845
2024-05-12,8,4130,0.001937046004842615
2024-05-13,17,8581,0.0019811210814590376
2024-05-14,30,10058,0.0029827003380393717
2024-05-15,36,10039,0.0035860145432812032
2024-05-16,16,9847,0.0016248603635625064
2024-05-17,18,8565,0.0021015761821366026
2024-05-18,9,4205,0.002140309155766944
2024-05-19,8,4294,0.0018630647414997672
2024-05-20,32,8275,0.003867069486404834
2024-05-21,43,9308,0.00461968199398367
2024-05-22,42,9265,0.004533189422558014
2024-05-23,16,9203,0.001738563511898294
2024-05-24,45,7837,0.0057419931096082686
2024-05-25,19,4093,0.004642071829953579
2024-05-26,16,3794,0.004217185028993147
2024-05-27,18,4687,0.0038404096436953274
2024-05-28,18,8012,0.0022466300549176237
2024-05-29,22,8833,0.0024906600249066002
2024-05-30,16,9328,0.0017152658662092624
2024-05-31,15,8723,0.0017195918835263098
2024-06-01,6,4241,0.0014147606696533837
2024-06-02,14,4221,0.003316749585406302
2024-06-03,12,8144,0.0014734774066797642
2024-06-04,14,9188,0.0015237265999129299
2024-06-05,22,9288,0.0023686477174849267
2024-06-06,9,9425,0.0009549071618037135
2024-06-07,30,8655,0.0034662045060658577
2024-06-08,4,4420,0.0009049773755656109
2024-06-09,4,4495,0.0008898776418242492
2024-06-10,21,8296,0.0025313404050144647
2024-06-11,25,9150,0.00273224043715847
2024-06-12,31,9397,0.0032989251888900714
2024-06-13,37,9370,0.003948772678762006
2024-06-14,33,8280,0.003985507246376811
2024-06-15,11,4068,0.002704031465093412
2024-06-16,6,4158,0.001443001443001443
2024-06-17,26,7787,0.00333889816360601
2024-06-18,35,9134,0.0038318370921830523
2024-06-19,15,7035,0.0021321961620469083
2024-06-20,33,8795,0.0037521318931210915
2024-06-21,36,8123,0.0044318601501908165
2024-06-22,8,4002,0.001999000499750125
2024-06-23,10,4126,0.0024236548715462916
2024-06-24,31,8262,0.0037521181312030983
2024-06-25,34,9063,0.0037515171576740594
2024-06-26,19,9146,0.0020774108900065602
2024-06-27,24,9651,0.0024867889337892445
2024-06-28,11,8859,0.0012416751326334802
2024-06-29,3,4412,0.0006799637352674524
2024-06-30,2,4571,0.0004375410194705754
2024-07-01,7,8348,0.0008385241974125539
2024-07-02,20,8700,0.0022988505747126436
2024-07-03,70,8312,0.008421559191530318
2024-07-04,51,5252,0.00971058644325971
2024-07-05,50,6838,0.007312079555425563
2024-07-06,6,4073,0.0014731156395777069
2024-07-07,6,3909,0.0015349194167306216
2024-07-08,15,7681,0.0019528707199583388
2024-07-09,16,8533,0.0018750732450486347
2024-07-10,22,9520,0.002310924369747899
2024-07-11,27,8830,0.003057757644394111
2024-07-12,18,8416,0.0021387832699619773
2024-07-13,3,4622,0.0006490696668109044
2024-07-14,3,4894,0.0006129955046996322
2024-07-15,12,8452,0.001419782300047326
2024-07-16,9,9812,0.0009172441907867916
2024-07-17,18,9555,0.0018838304552590266
2024-07-18,10,9364,0.0010679196924391287
2024-07-19,10,8362,0.001195886151638364
2024-07-20,8,3995,0.002002503128911139
2024-07-21,2,4840,0.00041322314049586776
2024-07-22,14,8281,0.0016906170752324597
2024-07-23,20,9076,0.0022036139268400176
2024-07-24,15,9597,0.0015629884338855893
2024-07-25,14,9359,0.0014958863126402393
2024-07-26,7,8723,0.0008024762123122779
2024-07-27,3,4569,0.0006565988181221273
2024-07-28,3,4500,0.0006666666666666666
2024-07-29,11,6416,0.0017144638403990024
2024-07-30,24,8764,0.0027384755819260614
2024-07-31,10,9226,0.0010838933448948623
2024-08-01,12,8987,0.001335262045176366
2024-08-02,8,8167,0.0009795518550263255
2024-08-03,2,4476,0.00044682752457551384
2024-08-04,2,4234,0.0004723665564478035
2024-08-05,9,8468,0.0010628247520075578
2024-08-06,11,9210,0.0011943539630836048
2024-08-07,34,9709,0.003501905448552889
2024-08-08,14,9583,0.0014609203798392988
2024-08-09,14,8797,0.001591451631237922
2024-08-10,5,4833,0.0010345541071798054
2024-08-11,1,4279,0.00023369946249123628
2024-08-12,5,8027,0.0006228977201943441
2024-08-13,11,8772,0.0012539899680802553
2024-08-14,18,9103,0.0019773700977699657
2024-08-15,10,9165,0.0010911074740861974
2024-08-16,14,8304,0.0016859344894026974
2024-08-17,13,4130,0.0031476997578692495
2024-08-18,3,4151,0.0007227174174897615
2024-08-19,9,8147,0.0011047011169755738
2024-08-20,17,9178,0.0018522553933318807
2024-08-21,10,9414,0.0010622477161674102
2024-08-22,14,9525,0.0014698162729658792
2024-08-23,20,8709,0.002296474911011597
2024-08-24,4,4433,0.0009023234829686443
2024-08-25,5,4236,0.0011803588290840415
2024-08-26,12,8389,0.001430444629872452
2024-08-27,30,9897,0.003031221582297666
2024-08-28,11,10154,0.0010833169194406145
2024-08-29,12,10384,0.0011556240369799693
2024-08-30,23,9197,0.002500815483309775
2024-08-31,7,5255,0.0013320647002854425
2024-09-01,1,4932,0.00020275750202757503
2024-09-02,7,5883,0.0011898691143974163
2024-09-03,14,9048,0.0015473032714412025
2024-09-04,21,10279,0.0020430002918571844
2024-09-05,16,12087,0.0013237362455530736
2024-09-06,5,11582,0.00043170436884821275
2024-09-07,6,6615,0.0009070294784580499
2024-09-08,0,6722,0
2024-09-09,13,11602,0.0011204964661265299
2024-09-10,19,12412,0.001530776667740896
2024-09-11,22,11937,0.001843009131272514
2024-09-12,31,12515,0.0024770275669196962
2024-09-13,19,11385,0.0016688625384277558
2024-09-14,4,6017,0.0006647831145088915
2024-09-15,4,6874,0.0005819028222286878
2024-09-16,4,11149,0.0003587765718898556
2024-09-17,15,11881,0.00126251998989984
2024-09-18,19,12203,0.001556994181758584
2024-09-19,13,11973,0.0010857763300760044
2024-09-20,20,10930,0.0018298261665141812
2024-09-21,11,6031,0.0018239097993699221
2024-09-22,10,6399,0.001562744178777934
2024-09-23,18,10841,0.0016603634351074624
2024-09-24,62,11876,0.0052206130010104415
2024-09-25,33,12213,0.002702038811102923
2024-09-26,23,12118,0.0018980029707872587
2024-09-27,22,11336,0.0019407198306280876
2024-09-28,11,6217,0.0017693421264275374
2024-09-29,6,6518,0.0009205277692543725
2024-09-30,11,11627,0.000946073793755913
2024-10-01,17,12574,0.0013519961825990139
2024-10-02,13,12223,0.001063568681992964
2024-10-03,12,11658,0.001029336078229542
2024-10-04,11,10731,0.0010250675612710838
2024-10-05,3,5903,0.0005082161612739285
2024-10-06,2,6253,0.00031984647369262754
