source,count
benzinga.com,102
investors.com,8
marketwatch.com,4
upi.com,4
forbes.com,3
reuters.com,3
cnbc.com,2
rawstory.com,2
rttnews.com,2
theconversation.com,2
abcnews.go.com,1
bizjournals.com,1
cleveland.com,1
cnn.com,1
dailydot.com,1
gizmodo.com,1
ibtimes.com,1
nbcnews.com,1
oregonlive.com,1
salon.com,1
seattletimes.com,1
stltoday.com,1
sun-sentinel.com,1
